,APINumber,date,published,UploadKey
6786,42483335480000,2012-10-23,2013-07-31 22:27:52.840198,SKY_pdf_34045_13
6787,42483335500000,2012-12-11,2013-07-31 21:44:36.899348,SKY_pdf_37764_13
6788,42483335500000,2012-12-15,2013-07-31 22:40:05.952511,SKY_pdf_37763_13
6789,42485336380000,2012-08-04,2013-07-31 21:30:24.655169,SKY_pdf_32513_13
6790,42489311840000,2012-08-12,2013-07-31 21:14:34.856050,SKY_pdf_12067_13
6791,42493325980000,2012-08-21,2013-07-31 21:48:13.965760,SKY_pdf_11990_13
6792,42493326240000,2012-02-16,2013-07-31 22:31:53.479487,SKY_pdf_17213_13
6793,42493326280000,2012-02-14,2013-07-31 21:33:38.488564,SKY_pdf_17281_13
6794,42493326290000,2012-04-10,2013-07-31 21:16:15.591181,SKY_pdf_15595_13
6795,42493326300000,2012-04-10,2013-07-31 21:47:02.459764,SKY_pdf_15594_13
6796,42493326310000,2012-05-05,2013-07-31 21:36:32.875096,SKY_pdf_14738_13
6797,42493326350000,2012-03-16,2013-07-31 22:03:24.152470,SKY_pdf_16298_13
6798,42493326370000,2012-04-29,2013-07-31 21:12:51.964887,SKY_pdf_14946_13
6799,42493326380000,2012-05-11,2013-07-31 22:06:10.762910,SKY_pdf_14551_13
6800,42493326390000,2012-05-19,2013-07-31 22:07:12.306617,SKY_pdf_14316_13
6801,42493326400000,2012-05-22,2013-07-31 21:36:58.927567,SKY_pdf_14227_13
6802,42493326420000,2012-07-04,2013-07-31 22:07:01.410205,SKY_pdf_12891_13
6803,42493326430000,2012-06-04,2013-07-31 22:35:36.048247,SKY_pdf_13861_13
6804,42493326440000,2012-09-17,2013-07-31 22:28:48.678901,SKY_pdf_32713_13
6805,42493326450000,2012-06-14,2013-07-31 21:47:48.282941,SKY_pdf_13463_13
6806,42493326480000,2012-07-12,2013-07-31 22:15:21.766893,SKY_pdf_12658_13
6807,42493326490000,2012-07-20,2013-07-31 22:07:43.846775,SKY_pdf_12479_13
6808,42493326570000,2012-09-23,2013-07-31 21:30:21.160610,SKY_pdf_32707_13
6809,42493326600000,2012-08-30,2013-07-31 22:17:19.172310,SKY_pdf_31105_13
6810,42493326620000,2012-11-19,2013-07-31 21:44:54.687436,SKY_pdf_37140_13
6811,42493326630000,2012-10-29,2013-07-31 20:50:08.535560,SKY_pdf_36144_13
6812,42493326630000,2012-11-01,2013-07-31 21:45:43.301691,SKY_pdf_36143_13
6813,42493326640000,2012-11-15,2013-07-31 20:58:58.898419,SKY_pdf_37146_13
6814,42493326650000,2012-11-12,2013-07-31 21:44:55.555807,SKY_pdf_37154_13
6815,42493326670000,2012-09-09,2013-07-31 20:52:39.354978,SKY_pdf_32584_13
6816,42493326690000,2012-10-21,2013-07-31 20:51:08.669216,SKY_pdf_34956_13
6817,42495334050000,2012-07-04,2013-07-31 21:47:26.252043,SKY_pdf_12892_13
6818,42495334050000,2012-09-15,2013-07-31 22:28:54.901723,SKY_pdf_32570_13
6819,42495334170000,2012-10-12,2013-07-31 20:59:16.444742,SKY_pdf_33135_13
6820,42495334300000,2012-08-22,2013-07-31 21:50:26.685257,SKY_pdf_11985_13
6821,42497351250000,2012-07-17,2013-07-31 20:59:12.730566,SKY_pdf_34281_13
6822,42497352040000,2012-09-20,2013-07-31 22:13:43.883760,SKY_pdf_34802_13
6823,42497368800000,2012-01-30,2013-07-31 21:38:02.213222,SKY_pdf_33643_13
6824,42497372090000,2011-05-09,2013-07-31 22:31:03.016347,SKY_pdf_22549_13
6825,42497372110000,2011-05-09,2013-07-31 20:54:50.766207,SKY_pdf_22550_13
6826,42497373140000,2012-12-07,2013-07-31 22:40:06.522388,SKY_pdf_37007_13
6827,42497373150000,2012-12-10,2013-07-31 22:12:24.331687,SKY_pdf_37436_13
6828,42497373700000,2012-08-28,2013-07-31 20:52:41.129995,SKY_pdf_32595_13
6829,42497373750000,2012-09-24,2013-07-31 22:00:08.789800,SKY_pdf_32787_13
6830,42497374130000,2012-08-06,2013-07-31 21:46:00.434879,SKY_pdf_34554_13
6831,42497374710000,2012-10-02,2013-07-31 21:58:46.990788,SKY_pdf_35239_13
6832,42497374740000,2012-10-24,2013-07-31 20:50:52.969493,SKY_pdf_35416_13
6833,42497374750000,2012-10-24,2013-07-31 21:58:42.611765,SKY_pdf_35417_13
6834,42497374770000,2012-10-11,2013-07-31 22:40:23.758535,SKY_pdf_34239_13
6835,42497374780000,2012-10-11,2013-07-31 21:29:21.519034,SKY_pdf_34240_13
6836,42497375100000,2012-10-01,2013-07-31 21:58:46.305034,SKY_pdf_35240_13
6837,42501307870000,2012-05-14,2013-07-31 21:12:18.825813,SKY_pdf_14483_13
6838,42501309970000,2012-01-02,2013-07-31 21:38:15.310332,SKY_pdf_18370_13
6839,42501312680000,2012-05-14,2013-07-31 22:06:08.589224,SKY_pdf_14482_13
6840,42501324230000,2012-01-16,2013-07-31 20:54:28.360663,SKY_pdf_18058_13
6841,42501324260000,2012-01-17,2013-07-31 22:30:32.727138,SKY_pdf_18020_13
6842,42501324400000,2012-05-19,2013-07-31 22:07:11.679178,SKY_pdf_14317_13
6843,42501326960000,2012-11-02,2013-07-31 21:58:51.145883,SKY_pdf_35038_13
6844,42501327790000,2012-08-08,2013-07-31 21:47:30.954853,SKY_pdf_12122_13
6845,42501334670000,2011-07-25,2013-07-31 21:32:56.684905,SKY_pdf_21383_13
6846,42501350670000,2012-12-14,2013-07-31 21:27:37.594338,SKY_pdf_37671_13
6847,42501350700000,2012-07-18,2013-07-31 21:48:28.655064,SKY_pdf_12531_13
6848,42501351340000,2012-06-09,2013-07-31 22:40:10.107536,SKY_pdf_13638_13
6849,42501351360000,2012-06-08,2013-07-31 22:36:26.190610,SKY_pdf_13679_13
6850,42501351370000,2012-05-24,2013-07-31 22:07:09.054075,SKY_pdf_14156_13
6851,42501351500000,2012-08-14,2013-07-31 21:48:24.609013,SKY_pdf_12048_13
6852,42501356430000,2012-07-27,2013-07-31 22:36:27.938977,SKY_pdf_12324_13
6853,42501356610000,2012-08-18,2013-07-31 21:14:17.557401,SKY_pdf_12003_13
6854,42501356620000,2012-11-15,2013-07-31 22:13:21.166828,SKY_pdf_35914_13
6855,42501356640000,2012-11-30,2013-07-31 21:28:01.875150,SKY_pdf_36897_13
6856,42501358460000,2012-01-11,2013-07-31 22:14:18.177151,SKY_pdf_18167_13
6857,42501358490000,2012-01-23,2013-07-31 20:55:23.741358,SKY_pdf_17879_13
6858,42501358610000,2012-01-18,2013-07-31 21:46:17.707014,SKY_pdf_17985_13
6859,42501358620000,2012-02-17,2013-07-31 21:11:23.611852,SKY_pdf_17171_13
6860,42501358770000,2012-02-03,2013-07-31 20:55:47.002850,SKY_pdf_17587_13
6861,42501358850000,2012-01-02,2013-07-31 22:30:35.284633,SKY_pdf_18371_13
6862,42501358860000,2012-03-19,2013-07-31 20:56:15.759186,SKY_pdf_16227_13
6863,42501358870000,2012-04-05,2013-07-31 22:34:01.872930,SKY_pdf_15711_13
6864,42501358880000,2012-03-08,2013-07-31 22:14:32.336159,SKY_pdf_16526_13
6865,42501358890000,2012-03-26,2013-07-31 22:04:15.701767,SKY_pdf_16011_13
6866,42501358910000,2012-04-10,2013-07-31 21:58:09.450956,SKY_pdf_15597_13
6867,42501358920000,2012-06-09,2013-07-31 21:12:38.036024,SKY_pdf_13639_13
6868,42501358940000,2012-05-15,2013-07-31 21:38:40.431351,SKY_pdf_14442_13
6869,42501359500000,2012-09-01,2013-07-31 21:50:07.810271,SKY_pdf_30955_13
6870,42501359510000,2012-09-11,2013-07-31 20:53:04.088148,SKY_pdf_32082_13
6871,42501359530000,2012-10-06,2013-07-31 22:26:57.506042,SKY_pdf_32969_13
6872,42501359540000,2012-07-28,2013-07-31 21:15:06.968474,SKY_pdf_12304_13
6873,42501359550000,2012-08-07,2013-07-31 22:27:35.841956,SKY_pdf_12139_13
6874,42501359560000,2012-08-13,2013-07-31 22:35:57.411838,SKY_pdf_12060_13
6875,42501359620000,2012-12-06,2013-07-31 21:45:07.174376,SKY_pdf_36889_13
6876,42501359630000,2012-11-10,2013-07-31 21:45:54.709035,SKY_pdf_35926_13
6877,42501359640000,2012-11-21,2013-07-31 22:12:26.569009,SKY_pdf_37251_13
6878,42501359650000,2012-12-06,2013-07-31 21:28:05.112108,SKY_pdf_36888_13
6879,42501359660000,2012-11-27,2013-07-31 20:49:15.184949,SKY_pdf_36906_13
6880,42501359670000,2012-11-21,2013-07-31 22:12:27.223219,SKY_pdf_37252_13
6881,42501359680000,2012-09-03,2013-07-31 21:16:24.694540,SKY_pdf_30953_13
6882,42501359690000,2012-09-21,2013-07-31 21:30:47.005392,SKY_pdf_32060_13
6883,42501359740000,2012-09-12,2013-07-31 20:52:59.015757,SKY_pdf_32078_13
6884,42501359750000,2012-09-26,2013-07-31 22:00:16.425613,SKY_pdf_32554_13
6885,42501359750000,2012-10-09,2013-07-31 22:28:22.457437,SKY_pdf_33439_13
6886,42501359770000,2012-10-20,2013-07-31 21:59:21.745116,SKY_pdf_34051_13
6887,42501359780000,2012-10-29,2013-07-31 21:27:51.848282,SKY_pdf_37276_13
6888,42501359790000,2012-11-01,2013-07-31 22:13:37.009480,SKY_pdf_35040_13
6889,42501359800000,2012-09-01,2013-07-31 22:37:22.578802,SKY_pdf_30954_13
6890,42501359820000,2012-11-01,2013-07-31 21:29:01.999222,SKY_pdf_35041_13
6891,42501359830000,2012-10-15,2013-07-31 21:59:18.462799,SKY_pdf_34070_13
6892,42501359840000,2012-11-09,2013-07-31 20:50:29.884682,SKY_pdf_35928_13
6893,42501359850000,2012-11-13,2013-07-31 20:50:32.950247,SKY_pdf_35922_13
6894,42501359860000,2012-09-26,2013-07-31 22:28:42.619224,SKY_pdf_33006_13
6895,42501359860000,2012-10-02,2013-07-31 22:00:04.121586,SKY_pdf_32984_13
6896,42501359880000,2012-10-09,2013-07-31 20:52:00.478701,SKY_pdf_33440_13
6897,42501359890000,2012-11-03,2013-07-31 21:28:58.268102,SKY_pdf_35034_13
6898,42501359890000,2012-11-09,2013-07-31 21:28:38.735909,SKY_pdf_35929_13
6899,42501359900000,2012-10-22,2013-07-31 21:46:01.446138,SKY_pdf_34049_13
6900,42501359910000,2012-11-14,2013-07-31 22:13:20.500572,SKY_pdf_35918_13
6901,42501359910000,2012-11-23,2013-07-31 22:12:41.819898,SKY_pdf_36916_13
6902,42501359920000,2012-11-24,2013-07-31 20:58:59.759697,SKY_pdf_36911_13
6903,42501359930000,2012-09-22,2013-07-31 22:00:29.959430,SKY_pdf_32056_13
6904,42501359940000,2012-10-08,2013-07-31 20:52:14.317728,SKY_pdf_32965_13
6905,42501359950000,2012-12-03,2013-07-31 21:27:55.247774,SKY_pdf_37016_13
6906,42501359950000,2012-12-13,2013-07-31 22:12:18.551543,SKY_pdf_37675_13
6907,42501359970000,2012-11-13,2013-07-31 20:50:33.595836,SKY_pdf_35921_13
6908,42501359980000,2012-11-27,2013-07-31 20:49:14.205566,SKY_pdf_36907_13
6909,42501360000000,2012-10-29,2013-07-31 22:12:29.943656,SKY_pdf_37277_13
6910,42501360710000,2012-12-15,2013-07-31 21:44:30.176581,SKY_pdf_37977_13
6911,42507328310000,2012-01-13,2013-07-31 21:32:29.346663,SKY_pdf_18107_13
6912,42507328350000,2012-01-12,2013-07-31 22:02:07.610417,SKY_pdf_18133_13
6913,42507328390000,2012-01-13,2013-07-31 22:27:05.974915,SKY_pdf_18108_13
6914,43007501190000,2012-05-22,2013-07-31 22:37:12.747263,SKY_pdf_7926_13
6915,43007501230000,2012-05-20,2013-07-31 21:15:37.093877,SKY_pdf_7931_13
6916,43007501510000,2012-05-24,2013-07-31 22:36:19.764517,SKY_pdf_7908_13
6917,43007501520000,2012-05-18,2013-07-31 21:15:38.386545,SKY_pdf_7932_13
6918,43013031180000,2012-04-25,2013-07-31 22:36:04.494320,SKY_pdf_7952_13
6919,43013306300000,2011-10-12,2013-07-31 22:16:08.433226,SKY_pdf_8333_13
6920,43013310220000,2011-11-14,2013-07-31 21:14:51.687148,SKY_pdf_8277_13
6921,43013311870000,2012-05-22,2013-07-31 21:49:59.530720,SKY_pdf_7927_13
6922,43013315450000,2011-10-11,2013-07-31 21:48:55.112184,SKY_pdf_8335_13
6923,43013317360000,2012-05-24,2013-07-31 21:13:03.296303,SKY_pdf_7909_13
6924,43013335670000,2012-06-15,2013-07-31 21:37:21.557797,SKY_pdf_7861_13
6925,43013335680000,2011-12-20,2013-07-31 21:48:46.956968,SKY_pdf_8211_13
6926,43013336320000,2011-10-06,2013-07-31 21:50:32.460156,SKY_pdf_8339_13
6927,43013336410000,2012-11-06,2013-07-31 21:45:13.696890,SKY_pdf_36791_13
6928,43013336570000,2012-06-06,2013-07-31 21:49:05.008185,SKY_pdf_7898_13
6929,43013340220000,2012-10-01,2013-07-31 21:29:33.643563,SKY_pdf_33908_13
6930,43013340900000,2012-08-26,2013-07-31 21:29:30.548966,SKY_pdf_33918_13
6931,43013341130000,2012-06-10,2013-07-31 22:08:24.866484,SKY_pdf_7891_13
6932,43013341320000,2011-06-19,2013-07-31 21:49:36.919961,SKY_pdf_8447_13
6933,43013343040000,2012-07-20,2013-07-31 20:59:19.022890,SKY_pdf_33045_13
6934,43013504110000,2011-10-10,2013-07-31 21:48:55.869147,SKY_pdf_8337_13
6935,43013504400000,2011-11-16,2013-07-31 22:16:06.604948,SKY_pdf_8267_13
6936,43013504650000,2012-08-11,2013-07-31 22:12:50.933601,SKY_pdf_36797_13
6937,43013504690000,2012-01-16,2013-07-31 22:27:45.721386,SKY_pdf_8156_13
6938,43013504700000,2011-08-01,2013-07-31 21:15:15.333171,SKY_pdf_8397_13
6939,43013505360000,2011-10-12,2013-07-31 22:16:08.998893,SKY_pdf_8334_13
6940,43013505370000,2011-10-13,2013-07-31 22:36:12.203097,SKY_pdf_8331_13
6941,43013505670000,2011-11-16,2013-07-31 22:41:47.363461,SKY_pdf_8268_13
6942,43013505680000,2011-10-28,2013-07-31 21:16:33.139442,SKY_pdf_8310_13
6943,43013505750000,2011-11-21,2013-07-31 21:48:50.779067,SKY_pdf_8260_13
6944,43013505800000,2011-11-28,2013-07-31 21:50:31.299745,SKY_pdf_8255_13
6945,43013506100000,2011-12-27,2013-07-31 21:48:46.336094,SKY_pdf_8203_13
6946,43013506110000,2012-02-20,2013-07-31 22:16:04.317136,SKY_pdf_8077_13
6947,43013506130000,2012-03-05,2013-07-31 21:48:43.393616,SKY_pdf_8044_13
6948,43013506130000,2012-09-10,2013-07-31 20:59:14.982936,SKY_pdf_33913_13
6949,43013506280000,2011-11-03,2013-07-31 21:15:39.834886,SKY_pdf_8300_13
6950,43013506300000,2011-10-04,2013-07-31 22:16:10.307149,SKY_pdf_8342_13
6951,43013506310000,2011-11-29,2013-07-31 21:48:48.464045,SKY_pdf_8248_13
6952,43013506320000,2011-11-30,2013-07-31 22:16:05.864103,SKY_pdf_8246_13
6953,43013506340000,2011-11-22,2013-07-31 21:48:50.029243,SKY_pdf_8259_13
6954,43013506410000,2012-06-13,2013-07-31 22:36:34.760585,SKY_pdf_7862_13
6955,43013506450000,2011-08-19,2013-07-31 22:16:10.968914,SKY_pdf_8383_13
6956,43013506470000,2011-09-12,2013-07-31 21:14:52.346414,SKY_pdf_8365_13
6957,43013506750000,2012-07-05,2013-07-31 22:08:55.234924,SKY_pdf_7853_13
6958,43013506760000,2012-03-08,2013-07-31 22:16:02.494929,SKY_pdf_8036_13
6959,43013506940000,2011-11-14,2013-07-31 21:48:52.910017,SKY_pdf_8278_13
6960,43013506950000,2011-11-15,2013-07-31 22:41:47.957886,SKY_pdf_8276_13
6961,43013506960000,2011-10-03,2013-07-31 22:10:37.753487,SKY_pdf_8345_13
6962,43013506970000,2011-10-03,2013-07-31 21:48:56.634728,SKY_pdf_8344_13
6963,43013507020000,2011-10-21,2013-07-31 22:16:07.211443,SKY_pdf_8318_13
6964,43013507080000,2011-11-01,2013-07-31 21:48:51.446859,SKY_pdf_8302_13
6965,43013507090000,2011-10-31,2013-07-31 22:27:45.111369,SKY_pdf_8307_13
6966,43013507100000,2011-10-14,2013-07-31 22:36:14.527478,SKY_pdf_8328_13
6967,43013507540000,2012-05-05,2013-07-31 21:16:27.555759,SKY_pdf_7938_13
6968,43013507560000,2012-01-21,2013-07-31 21:16:31.230452,SKY_pdf_8145_13
6969,43013507570000,2012-01-01,2013-07-31 22:36:13.299487,SKY_pdf_8195_13
6970,43013507570000,2012-11-05,2013-07-31 20:49:31.900715,SKY_pdf_36792_13
6971,43013507850000,2012-07-02,2013-07-31 20:58:11.155525,SKY_pdf_7854_13
6972,43013507910000,2011-10-11,2013-07-31 22:16:09.620471,SKY_pdf_8336_13
6973,43013507940000,2011-10-10,2013-07-31 21:16:35.140419,SKY_pdf_8338_13
6974,43013508010000,2012-04-24,2013-07-31 21:14:43.702995,SKY_pdf_7956_13
6975,43013508020000,2012-04-23,2013-07-31 22:16:00.876268,SKY_pdf_7960_13
6976,43013508030000,2012-04-24,2013-07-31 22:36:05.397615,SKY_pdf_7957_13
6977,43013508040000,2012-04-23,2013-07-31 21:48:38.172990,SKY_pdf_7959_13
6978,43013508080000,2012-06-12,2013-07-31 22:36:32.760015,SKY_pdf_7867_13
6979,43013508100000,2012-06-12,2013-07-31 22:08:50.468292,SKY_pdf_7868_13
6980,43013508170000,2012-11-07,2013-07-31 22:12:19.185683,SKY_pdf_37717_13
6981,43013508190000,2012-05-21,2013-07-31 22:17:15.505122,SKY_pdf_7929_13
6982,43013508420000,2011-10-24,2013-07-31 21:14:50.239041,SKY_pdf_8315_13
6983,43013508440000,2012-02-03,2013-07-31 22:36:10.936044,SKY_pdf_8109_13
6984,43013508470000,2012-07-31,2013-07-31 22:17:21.725842,SKY_pdf_31299_13
6985,43013508570000,2011-11-03,2013-07-31 21:14:50.912849,SKY_pdf_8299_13
6986,43013508580000,2011-11-10,2013-07-31 22:17:17.648785,SKY_pdf_8282_13
6987,43013508750000,2011-10-28,2013-07-31 21:48:52.228005,SKY_pdf_8309_13
6988,43013508760000,2011-11-22,2013-07-31 21:48:49.271450,SKY_pdf_8258_13
6989,43013508810000,2011-11-08,2013-07-31 22:16:07.835687,SKY_pdf_8285_13
6990,43013508840000,2012-08-06,2013-07-31 22:17:20.694409,SKY_pdf_31298_13
6991,43013508990000,2012-08-23,2013-07-31 21:15:42.078858,SKY_pdf_31294_13
6992,43013509000000,2012-08-24,2013-07-31 22:37:17.847731,SKY_pdf_31293_13
6993,43013509020000,2012-10-26,2013-07-31 21:28:10.743443,SKY_pdf_36794_13
6994,43013509030000,2011-11-07,2013-07-31 22:41:48.603681,SKY_pdf_8290_13
6995,43013509050000,2012-09-29,2013-07-31 21:37:54.057113,SKY_pdf_36715_13
6996,43013509170000,2012-06-03,2013-07-31 22:36:18.381740,SKY_pdf_7901_13
6997,43013509180000,2012-06-29,2013-07-31 21:49:33.760334,SKY_pdf_7856_13
6998,43013509350000,2012-06-10,2013-07-31 22:36:39.830694,SKY_pdf_7892_13
6999,43013509360000,2012-06-10,2013-07-31 22:36:39.190983,SKY_pdf_7893_13
7000,43013509440000,2012-06-10,2013-07-31 21:49:37.659878,SKY_pdf_7894_13
7001,43013509540000,2012-08-18,2013-07-31 22:00:35.333071,SKY_pdf_31982_13
7002,43013509620000,2012-09-06,2013-07-31 20:59:14.187322,SKY_pdf_33914_13
7003,43013509730000,2012-09-03,2013-07-31 21:59:29.445232,SKY_pdf_33915_13
7004,43013509790000,2012-08-19,2013-07-31 21:15:42.865935,SKY_pdf_31295_13
7005,43013509800000,2012-12-02,2013-07-31 20:48:48.185929,SKY_pdf_37389_13
7006,43013509910000,2012-10-08,2013-07-31 21:10:29.739332,SKY_pdf_33907_13
7007,43013510050000,2012-07-13,2013-07-31 22:08:16.844692,SKY_pdf_7827_13
7008,43013510170000,2012-10-22,2013-07-31 22:13:35.570943,SKY_pdf_35112_13
7009,43013510530000,2012-09-01,2013-07-31 21:29:32.092904,SKY_pdf_33916_13
7010,43013510620000,2012-11-23,2013-07-31 21:28:11.504385,SKY_pdf_36781_13
7011,43013511220000,2012-06-21,2013-07-31 22:29:13.204631,SKY_pdf_31996_13
7012,43013511460000,2012-09-24,2013-07-31 22:27:56.306721,SKY_pdf_33910_13
7013,43013511600000,2012-09-17,2013-07-31 21:29:32.861124,SKY_pdf_33911_13
7014,43013511770000,2012-06-14,2013-07-31 22:29:12.428543,SKY_pdf_31998_13
7015,43013511800000,2012-10-01,2013-07-31 20:51:38.965683,SKY_pdf_33909_13
7016,43013512050000,2012-11-09,2013-07-31 21:44:37.479743,SKY_pdf_37715_13
7017,43013512060000,2012-11-08,2013-07-31 22:12:19.891066,SKY_pdf_37716_13
7018,43013512140000,2012-08-21,2013-07-31 22:28:40.657018,SKY_pdf_33044_13
7019,43013512240000,2012-07-14,2013-07-31 21:37:15.610171,SKY_pdf_7825_13
7020,43013512780000,2012-11-12,2013-07-31 20:49:32.996808,SKY_pdf_36786_13
7021,43013512800000,2012-11-15,2013-07-31 21:45:14.328829,SKY_pdf_36784_13
7022,43013512830000,2012-11-17,2013-07-31 22:12:53.228832,SKY_pdf_36782_13
7023,43013512890000,2012-11-14,2013-07-31 22:12:52.546900,SKY_pdf_36785_13
7024,43013513870000,2012-06-19,2013-07-31 20:53:08.808943,SKY_pdf_31997_13
7025,43013520050000,2012-05-02,2013-07-31 21:48:38.871826,SKY_pdf_7940_13
7026,43047151530000,2011-12-28,2013-07-31 22:16:05.070647,SKY_pdf_8201_13
7027,43047151860000,2012-01-08,2013-07-31 21:50:31.901306,SKY_pdf_8177_13
7028,43047152650000,2012-03-06,2013-07-31 22:16:03.130114,SKY_pdf_8039_13
7029,43047315200000,2012-10-28,2013-07-31 22:13:02.045161,SKY_pdf_36463_13
7030,43047321030000,2012-10-26,2013-07-31 21:28:25.360310,SKY_pdf_36464_13
7031,43047322660000,2012-10-23,2013-07-31 20:49:55.390446,SKY_pdf_36465_13
7032,43047329720000,2012-10-22,2013-07-31 20:49:54.278802,SKY_pdf_36466_13
7033,43047382920000,2012-03-17,2013-07-31 22:10:33.626482,SKY_pdf_8018_13
7034,43047382920000,2012-09-15,2013-07-31 21:38:01.317604,SKY_pdf_33912_13
7035,43047383290000,2012-07-18,2013-07-31 22:37:19.355454,SKY_pdf_31301_13
7036,43047385000000,2012-06-05,2013-07-31 22:29:24.797018,SKY_pdf_31664_13
7037,43047388730000,2012-05-30,2013-07-31 22:36:21.794368,SKY_pdf_7906_13
7038,43047388820000,2012-06-18,2013-07-31 22:36:32.028806,SKY_pdf_7860_13
7039,43047389320000,2012-11-19,2013-07-31 22:13:07.854938,SKY_pdf_36168_13
7040,43047406050000,2012-07-16,2013-07-31 22:36:29.161515,SKY_pdf_7823_13
7041,43047504080000,2012-07-20,2013-07-31 20:58:02.247373,SKY_pdf_7821_13
7042,43047505330000,2012-09-10,2013-07-31 21:38:04.540813,SKY_pdf_32520_13
7043,43047506010000,2012-04-12,2013-07-31 22:16:00.073200,SKY_pdf_7981_13
7044,43047506440000,2012-06-03,2013-07-31 21:15:47.960845,SKY_pdf_30884_13
7045,43047506450000,2012-06-08,2013-07-31 22:17:23.542876,SKY_pdf_30878_13
7046,43047506550000,2012-06-08,2013-07-31 22:37:38.089964,SKY_pdf_30756_13
7047,43047506560000,2012-06-04,2013-07-31 21:50:12.938017,SKY_pdf_30881_13
7048,43047507040000,2012-02-02,2013-07-31 21:14:46.606342,SKY_pdf_8113_13
7049,43047510650000,2012-01-10,2013-07-31 22:17:03.727292,SKY_pdf_29952_13
7050,43047510660000,2012-01-13,2013-07-31 21:46:56.132089,SKY_pdf_30761_13
7051,43047510670000,2012-01-12,2013-07-31 21:14:48.909319,SKY_pdf_8168_13
7052,43047512270000,2012-11-23,2013-07-31 21:37:56.333194,SKY_pdf_36167_13
7053,43047512390000,2012-04-02,2013-07-31 21:48:41.207162,SKY_pdf_7992_13
7054,43047512400000,2012-04-02,2013-07-31 22:36:07.021490,SKY_pdf_7991_13
7055,43047512410000,2012-04-02,2013-07-31 22:36:07.783014,SKY_pdf_7993_13
7056,43047512510000,2012-04-04,2013-07-31 22:16:01.597831,SKY_pdf_7990_13
7057,43047512650000,2012-03-05,2013-07-31 22:36:09.688695,SKY_pdf_8046_13
7058,43047512670000,2012-03-05,2013-07-31 22:16:03.741326,SKY_pdf_8048_13
7059,43047512680000,2012-03-05,2013-07-31 21:48:42.731573,SKY_pdf_8047_13
7060,43047514640000,2012-08-15,2013-07-31 22:29:14.690079,SKY_pdf_31984_13
7061,43047514650000,2012-08-13,2013-07-31 22:29:13.977609,SKY_pdf_31988_13
7062,43047514660000,2012-08-13,2013-07-31 20:53:14.830269,SKY_pdf_31881_13
7063,43047514670000,2012-08-13,2013-07-31 20:53:09.600973,SKY_pdf_31987_13
7064,43047514680000,2012-08-13,2013-07-31 22:40:29.971336,SKY_pdf_31513_13
7065,43047514690000,2012-08-15,2013-07-31 20:53:38.225173,SKY_pdf_31512_13
7066,43047514700000,2012-08-15,2013-07-31 22:41:05.024738,SKY_pdf_31427_13
7067,43047515000000,2011-10-27,2013-07-31 21:14:47.316184,SKY_pdf_8312_13
7068,43047515010000,2012-08-09,2013-07-31 21:50:29.197313,SKY_pdf_31297_13
7069,43047515090000,2012-07-29,2013-07-31 21:50:04.041699,SKY_pdf_31300_13
7070,43047515540000,2012-07-07,2013-07-31 20:58:45.799520,SKY_pdf_7851_13
7071,43047515750000,2012-08-06,2013-07-31 21:15:39.015433,SKY_pdf_7813_13
7072,43047515950000,2012-01-30,2013-07-31 21:48:44.861298,SKY_pdf_8122_13
7073,43047515960000,2012-01-30,2013-07-31 22:36:10.251738,SKY_pdf_8124_13
7074,43047515970000,2012-01-30,2013-07-31 21:14:48.080752,SKY_pdf_8125_13
7075,43047515980000,2012-01-30,2013-07-31 22:08:11.734456,SKY_pdf_30551_13
7076,43047515990000,2012-01-30,2013-07-31 22:36:11.531409,SKY_pdf_8123_13
7077,43047516540000,2012-07-23,2013-07-31 21:37:14.781062,SKY_pdf_7820_13
7078,43047516550000,2012-07-08,2013-07-31 20:58:05.628588,SKY_pdf_7830_13
7079,43047516560000,2012-07-17,2013-07-31 22:16:35.679752,SKY_pdf_7822_13
7080,43047516640000,2012-08-01,2013-07-31 22:17:16.849717,SKY_pdf_7816_13
7081,43047516650000,2011-10-17,2013-07-31 21:48:54.379412,SKY_pdf_8325_13
7082,43047516780000,2012-06-07,2013-07-31 21:16:20.135823,SKY_pdf_7896_13
7083,43047516810000,2012-06-04,2013-07-31 22:37:25.185687,SKY_pdf_30883_13
7084,43047516830000,2012-06-04,2013-07-31 22:37:24.496077,SKY_pdf_30882_13
7085,43047516970000,2012-10-17,2013-07-31 22:12:51.835914,SKY_pdf_36795_13
7086,43047516980000,2012-10-16,2013-07-31 21:45:33.393351,SKY_pdf_36425_13
7087,43047516990000,2012-10-18,2013-07-31 22:13:03.498274,SKY_pdf_36424_13
7088,43047517010000,2012-10-17,2013-07-31 21:28:32.097318,SKY_pdf_36100_13
7089,43047517600000,2012-07-03,2013-07-31 21:50:12.259778,SKY_pdf_30848_13
7090,43047517610000,2012-07-03,2013-07-31 22:00:37.503476,SKY_pdf_31900_13
7091,43047517640000,2012-07-03,2013-07-31 21:15:46.456157,SKY_pdf_30849_13
7092,43047517650000,2012-07-03,2013-07-31 21:15:47.235606,SKY_pdf_30850_13
7093,43047517660000,2012-07-03,2013-07-31 22:00:38.217974,SKY_pdf_31899_13
7094,43047517850000,2012-07-03,2013-07-31 22:13:53.310829,SKY_pdf_34307_13
7095,43047518060000,2012-05-10,2013-07-31 21:14:45.151152,SKY_pdf_7937_13
